구분,단체이름,프로그램명,운영장소명,지원사업명,프로그램분야,프로그램대상,운영기간시작,운영기간종료,운영주소,시도,시군구,lat,lon
1097,명지대학교산학협력단,"치유, 예술로 함께 잇다 [해피투게더]",위례초등학교 위클래스,"2025 문화로 치유 지원사업 [마음치유, 봄처럼]",미술,아동,2025-05-14,2025-11-05,경기도 하남시 위례순환로 333,경기,하남시,37.4771505129313,127.149582247441
1098,뮤직크리에이션연구소,뮤크와 마법사 : 플랫마녀는 억울해,507-14,2023 온라인문화예술교육 [랜선예술친구],"음악,융복합",아동,2023-09-01,2023-11-30,서울특별시 중구 세종대로18길 28,서울,중구,37.5636999995153,126.978657338215
1099,블레씽사회적협동조합,리듬에 맞춰 흥겨운 인생,마을회관,2024 꿈다락 문화예술학교,"음악,융복합",노년,2024-07-01,2024-11-14,전북특별자치도 순창군 인계면 쌍암길 47,전북특별자치도,순창군,35.4369681865049,127.142386067565
1100,신바람문화예술교육원,2023 문화예술교육 지원사업 예술누림,신바람문화예술교육원,,"음악,미술,공예,전통,융합,기타","아동,청소년,청년,중장년,노년,장애인",2023-04-01,2023-12-15,대구광역시 중구 남산로 53 3층,대구,중구,35.8612651864626,128.582280590724
1101,여주세종문화관광재단,여주세종문화관광재단 <예술로 그리는,빈집예술공간,2024년 꿈다락 문화예술학교,,,2024-09-12,2024-11-21,경기도 여주시 여흥로47번길 15-1,경기,여주시,37.2989373422553,127.629561045634
1102,우석대학교산학협력단,아트로테라피 라~라~댄스,5층,2024 문화예술교육 지원사업 <꿈다락 문화예술학교>,"공예,문학,무용",노년,2024-08-05,2024-11-07,전북특별자치도 전주시 완산구 유연로 286,전북특별자치도,전주시 완산구,35.8251478341137,127.11671191954
1103,우석대학교산학협력단,아트로 테라피 훌라~ 훌라~ (익산시),,꿈다락예술문화학교,무용,"중장년,노년",,,익산시 함열읍 익산대로 1366-20 농업기술센터,전북특별자치도,익산시,36.0401521382821,126.958609916507
1104,우석대학교산학협력단,아트로 테라피 훌라~ 훌라~ (한국훌라협회),,꿈다락예술문화학교,무용,"중장년,노년",,,전주시 완산구 유연로 286 5층 한국훌라협회,전북특별자치도,전주시 완산구,35.8251478341137,127.11671191954
1105,음악교육심리상담학회,"안녕, 우리 음악속에서 '지금'행복해질래?",송파구정신건강복지센터,"2025 문화로 치유 지원사업 마음치유, 봄처럼",음악,"청소년,중장년",2025-05-07,2025-11-30,서울특별시 송파구 양산로 5,서울,송파구,37.4897702878363,127.142670990804
1106,음악교육심리상담학회,"인생의 봄, 문을 열다",음악대학 103호,꿈다락 문화예술학교,음악,청년,2024-07-02,2024-09-07,서울특별시 용산구 청파로47길 100,서울,용산구,37.5454740835781,126.965074376341
1107,이타미준건축문화재단,(제주) 중 · 고등학생을 위한 스페셜 워크숍,유동룡미술관 교육실,이타미준 마스터클래스,"디자인,미술,건축",청소년,2025-01-25,2025-01-25,제주특별자치도 제주시 한림읍 용금로 906-10,제주특별자치도,제주시,33.3405890702826,126.270787924041
1108,이타미준건축문화재단,(서울) 중 · 고등학생을 위한 스페셜 워크숍,이타미준건축문화재단 1층,이타미준 마스터클래스,"디자인,공예,미술,건축,융복합",청소년,2025-02-22,2025-02-22,서울특별시 서초구 전원말안7길 15,서울,서초구,37.4681653663351,126.988826737435
1109,재단법인구리문화재단,꿈의 무용단 구리-따다Dot,구리아트홀,꿈의무용단,무용,청소년,2024-06-01,2024-11-23,경기도 구리시 아차산로 453,경기,구리시,37.595442054722,127.129868274052
1110,재단법인구리문화재단,황혼의 인형극,구리아트홀,꿈다락문화예술학교,"공예,연극/뮤지컬",노년,2024-07-04,2024-09-14,경기도 구리시 아차산로 453,경기,구리시,37.595442054722,127.129868274052
1111,한국예술치료교육협회,비상 [ 飛上: 어떠한 한도나 한계를 뛰어넘어 벗어남,달성주민건강증진센터 3층,2024 문화예술치유 프로그램 지원사업,"음악,공예,미술,융복합","청년,중장년,노년",2024-05-07,2024-11-15,대구광역시 달성군 옥포읍 비슬로458길 6-2,대구,달성군,35.7895397133489,128.471281161001
1112,한국예술치료교육협회,비상 [ 飛上: 어떠한 한도나 한계를 뛰어넘어 벗어남,동구보건소 4층,2024 문화예술치유 프로그램 지원사업,"음악,미술,융복합","청년,중장년,노년",2024-05-07,2024-11-15,대구광역시 동구 동촌로 79,대구,동구,35.8881220889311,128.65121659913
1113,한국예술치료교육협회,영화로 찾는 인생,서울소년원 외 2,2025 문화예술교육 지원사업 예술누림,음악,청년,2025-05-01,2025-11-30,경기도 의왕시 고산로 87,경기,의왕시,37.3508457444268,126.961482389785
1114,한국예술치료교육협회,비상 [ 飛上: 어떠한 한도나 한계를 뛰어넘어 벗어남,치매안심센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」","음악,공예,미술,융복합","아동,노년",2025-04-01,2025-11-15,경기도 수원시 권선구 호매실로 22-50,경기,수원시 권선구,37.2587427988491,126.971129698908
1115,한국예술치료교육협회,비상 [ 飛上: 어떠한 한도나 한계를 뛰어넘어 벗어남,달서건강복지관 3층,2024 문화예술치유 프로그램 지원사업,"음악,미술,융복합","청년,중장년,노년",2024-05-07,2024-11-15,대구광역시 달서구 월성로 77,대구,달서구,35.8300420365093,128.528336671775
1116,한국임상미술치료협회,“예술로 디지털 마음 성장 중 ing”,919호,미술치료를 접목한 아동·청소년 디지털 성범죄 예방 교,"미술,기타","아동,청소년",2024-05-01,2024-10-11,서울특별시 영등포구 여의대방로67길 21,서울,영등포구,37.5205516402625,126.929475399114
1117,한예술치료교육연구소,"다시, 바라보다!",봄날,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",미술,청소년,2025-05-07,2025-10-29,경기도 수원시 팔달구 장다리로271번길 26,경기,수원시 팔달구,37.2749879685831,127.026878197185
1118,한예술치료교육연구소,"다시, 바라보다!",별동 2층 대덕구정신건강복지센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",미술,"청년,중장년",2025-05-12,2025-11-10,대전광역시 대덕구 석봉로38번길 55,대전,대덕구,36.4448275161377,127.426551307641
1119,한예술치료교육연구소,"다시, 바라보다!",2층 유성구정신건강복지센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",미술,"청년,중장년",2025-05-15,2025-11-13,대전광역시 유성구 박산로 177,대전,유성구,36.353799851159,127.328674943441
1120,한예술치료교육연구소,"다시, 바라보다!",위클래스,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",미술,아동,2025-05-19,2025-11-03,세종특별자치시 반곡2길 21,세종특별자치시,,36.4958743750629,127.312351387723
1121,한예술치료교육연구소,"다시, 바라보다!",2층 제주시정신건강복지센터,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",미술,"청년,중장년",2025-05-07,2025-10-29,제주특별자치도 제주시 노형9길 9-4,제주특별자치도,제주시,33.4828815730764,126.476992147852
1122,한예술치료교육연구소,"다시, 바라보다!",위클래스 상담실,"2025 문화로 치유 지원사업 「마음치유, 봄처럼」",미술,아동,2025-05-13,2025-10-28,대전광역시 서구 관저로 45,대전,서구,36.298216851756,127.32637588453
1123,음성생활문화예술공간 하다,2024 음성청소년극단 그린나래 - 우리 이야기의 힘,소극장 하다,2024 아르떼 생애주기별 꿈다락 문화예술학교,연극/뮤지컬,청소년,2024-06-22,2024-11-30,충청북도 음성군 생극면 음성로1619번길 38,충북,음성군,37.0332340662612,127.604180977415
1124,구립망원청소년문화센터,청소년 송캠프 망원청소년문화센터 청소년송캠프,,꿈다락예술문화학교,음악,청소년,,,마포구 월드컵로25길 164 망원청소년문화센터 지하 강당,서울,마포구,37.5569654284235,126.898817809328
1125,다같이문화예술협동조합,우리마을춤꾼,1층,2024예술로어울림,"국악,무용,전통",,2024-07-01,2024-12-26,충청북도 괴산군 괴산읍 읍내로11길 31,충북,괴산군,36.8099009074672,127.791268483503
1126,다같이문화예술협동조합,우리마을 잔치먹거리 만들기,3층,2024예술로어울림,융복합,,2024-07-03,2024-07-24,충청북도 괴산군 괴산읍 임꺽정로 169,충북,괴산군,36.8156383160695,127.778309835011
1127,다같이문화예술협동조합,"우리마을 딴따라1(설장구,꽹과리)",3층,2024예술로어울림,"국악,무용,전통",,2024-07-01,2024-12-10,충청북도 괴산군 괴산읍 읍내로4길 15,충북,괴산군,36.8073344198089,127.791730540744
1128,다같이문화예술협동조합,우리마을 솜씨장인,산촌활성화 종합지원센터,2024예술로어울림,"공예,전통",,2024-09-01,2024-11-01,충청북도 괴산군 장연면 미선로오가2길 32,충북,괴산군,36.8200428505264,127.951938746906
1129,다같이문화예술협동조합,우리마을 딴따라2(태평소),2층,2024예술로어울림,"국악,음악,전통",,2024-07-01,2024-11-25,충청북도 괴산군 괴산읍 읍내로11길 31,충북,괴산군,36.8099009074672,127.791268483503
1130,다같이문화예술협동조합,호남우도 농악판제(영무장농악을 중심으로),2층,2024예술로어울림,"국악,전통",,2024-07-01,2024-11-25,충청북도 괴산군 감물면 충민로신대길 13,충북,괴산군,36.8367058223805,127.87497780042
1131,대구광역시청소년수련원,꿈의오케스트라 대구,대구광역시청소년수련원,꿈의 오케스트라 대구 운영 사,음악,"아동,청소년",2024-03-12,2024-12-31,대구광역시 달서구 앞산순환로 180,대구,달서구,35.8202420916209,128.553408823416
1132,목조형디자인예술연구소,목조각 예술로 힐링,지하 2층,목조형디자인예술연구소,"디자인,공예,미술,전통","청년,중장년,장애인",2024-06-03,2024-12-31,경기도 부천시 원미구 송내대로73번길 42,경기,부천시 원미구,37.4905189951945,126.75185018094
1133,박팔괘가야금병창보존회,생애전환문화예술학교,3층 상생공감문화센터,2024생애주기문화예술교육 <꿈다락문화예술학교>,"국악,문학,전통",중장년,2024-07-09,2024-09-10,충청북도 청주시 서원구 무심서로 449,충북,청주시 서원구,36.6314814163686,127.480553163147
1134,부산표현예술치료연구소,"2023 문화예술치유 프로그램 지원사업 「마음치유, 봄처럼(교육부 협력)」 우리 모두는 있는 그래도 빛난다!","서동초등학교, 온천중학교, 반송초등학교, 금명초등학교, 낙동초등학교",,"연극,무용,음악,미술,융복합","아동,청소년",2023-04-01,2023-11-30,부산광역시 금정구 기찰로 50 3층,부산,금정구,35.2352940502303,129.093254227908
1135,부산표현예술치료연구소,"2023 문화예술치유 프로그램 지원사업 「마음치유, 봄처럼(치매안심센터 협력)」 자유로운 몸, 아름다운 우리","금정구 치매안심센터, 동래구 치매안심센터, 연제구 치매안심센터",,"연극,무용,음악,미술,융합",노년,2023-04-01,2023-11-30,부산광역시 금정구 기찰로 50 3층,부산,금정구,35.2352940502303,129.093254227908
1136,부산표현예술치료연구소,예술로 자람!,3층,"2024 「마음치유, 봄처럼(교육부 협력)」","음악,미술,연극/뮤지컬,무용",아동,2024-05-10,2024-10-29,부산광역시 금정구 기찰로 50,부산,금정구,35.2352940502303,129.093254227908
1137,사하구장애인종합복지관,나만의 분위기를 담아낸 감성 소품 글라스아트,사하구장애인종합복지관,문화예술교육 지원사업 예술누림(운영시설형),미술,장애인,2025-06-04,2025-11-26,부산광역시 사하구 사하로68번길 65,부산,사하구,35.0854390183849,128.992997416372
1138,사하구장애인종합복지관,더질더질 덩실덩실 우리들의 춤!,사하구장애인종합복지관,2025 문화예술교육 지원사업 '예술누림',"무용,전통",아동,2025-06-02,2025-11-24,부산광역시 사하구 사하로68번길 65,부산,사하구,35.0854390183849,128.992997416372
1139,아트퍼포먼스치유연구소,생각의 열쇠,,꿈다락예술문화학교,"미술,문학,미디어","아동,중장년",,,계양구 봉오대로600번길 14(효성동) 효성도서관,인천,계양구,37.529214337743,126.715003247217
1140,인천장애인자립생활센터,장애청년과 전통 그리고 현대의 만남 “청춘예찬”,강남스토어빌딩 602호,2024 인천 꿈다락 문화예술학교,미술,"청년,장애인",2024-05-24,2024-10-25,인천광역시 미추홀구 염창로 46,인천,미추홀구,37.4656250787207,126.678876263053
1141,진크리에이티브스튜디오,2024 몸주체성 예술교육 <소중한 몸 & 자라는 맘>,대구생활문화센터,꿈다락 문화예술학교,"미술,무용",,2024-07-23,2024-10-26,대구광역시 수성구 만촌로 153,대구,수성구,35.8723092865814,128.640166875393
1142,천안시청소년오케스트라,주말예술캠퍼스 五感滿足(오감만족) - 클래식음악으로의 여행,,꿈다락예술문화학교,음악,"아동,청소년",,,천안시 서북구 미라16길 18 대륜빌딩 2층 천안시청소년교향악단,충남,천안시 서북구,36.8074238089154,127.12686104361
